time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,school_type,disadvantage_code,present_sessions,approved_educational_activity,overall_attendance,overall_absence,authorised_absence,unauthorised_absence,late_sessions,possible_sessions,reason_present_am,reason_present_pm,reason_present,reason_l_present_late_before_registers_closed,reason_i_authorised_illness,reason_m_authorised_medical_dental,reason_r_authorised_religious_observance,reason_s_authorised_study_leave,reason_t_authorised_grt_absence,reason_h_authorised_holiday,reason_e_authorised_excluded,reason_c_authorised_other,reason_b_aea_education_off_site,reason_d_aea_dual_registration,reason_j_aea_interview,reason_p_aea_approved_sporting_activity,reason_v_aea_educational_visit_trip,reason_w_aea_work_experience,reason_g_unauthorised_holiday,reason_u_unauthorised_late_after_registers_closed,reason_o_other_unauthorised,reason_n_no_reason_yet,reason_x_not_attending_covid_non_compulsory,attendance_perc,overall_absence_perc,authorised_absence_perc,unauthorised_absence_perc,illness_perc,appointments_perc,unauth_hol_perc,unauth_oth_perc,unauth_late_registers_closed_perc,unauth_not_yet_perc,auth_religious_perc,auth_study_perc,auth_grt_perc,auth_holiday_perc,auth_excluded_perc,auth_other_perc,covid_non_compulsory_perc,pa_perc,academic_year
202223,Autumn term,Regional,E92000001,England,E12000005,West Midlands,,,,Secondary,FSM Not eligible,27433929,227944,27661873,2346568,1689168,657400,663239,30008441,13397943,13403823,26801766,632163,1421333,82075,1159,1617,1052,7600,48699,125157,53726,125881,2063,15566,148211,8378,91499,31076,515822,19003,474,92.18030687,7.819693132,5.628976194,2.190716939,4.736443989,0.273506378,0.304910875,1.718923019,0.103557529,0.063325516,0.003862247,0.005388484,0.00350568,0.025326207,0.162284339,0.41707265,0.001579556,24.75774781,202223
202223,Autumn term,Regional,E92000001,England,E12000006,East of England,,,,Special,FSM Not eligible,795820,12153,807973,108009,92452,15557,7165,915982,395058,394657,789715,6105,56833,8720,74,1,150,3217,1320,22104,9360,252,27,393,2052,321,1943,1060,11606,948,33,88.20839274,11.79160726,10.09321144,1.69839582,6.204597907,0.951983773,0.212122072,1.267055466,0.115722798,0.103495484,0.008078761,0.000109172,0.016375868,0.351207775,0.144107635,2.413147857,0.003602691,36.5089852,202223
202223,Autumn term,Regional,E92000001,England,E12000007,London,,,,Secondary,FSM Not eligible,27422466,350295,27772761,2124220,1505946,618274,699545,29896981,13365828,13391579,26757407,665059,1246012,95654,2080,9863,947,5689,34422,109450,166151,75724,3756,28711,142174,9503,60963,34486,480528,42297,1824,92.89486788,7.10513212,5.037117293,2.068014827,4.167685025,0.319945348,0.203910221,1.607279344,0.115349439,0.141475823,0.006957224,0.032989953,0.003167544,0.019028677,0.115135371,0.366090476,0.00610095,22.56593484,202223
202223,Autumn term,Regional,E92000001,England,E12000001,North East,,,,Secondary,FSM Not eligible,11746484,108797,11855281,1004563,721180,283383,297282,12859844,5670289,5786031,11456320,290164,596492,37278,209,9,626,5096,27181,53462,35656,50914,449,17543,54136,1013,52405,7118,218909,4951,827,92.18837336,7.811626642,5.607999599,2.203627042,4.638407744,0.2898791,0.407508831,1.702267928,0.055350594,0.038499689,0.001625214,7.00E-05,0.004867866,0.03962723,0.211363373,0.415728216,0.006430871,24.86090059,202223
202223,Autumn term,Regional,E92000001,England,E12000001,North East,,,,Special,FSM Not eligible,401536,6472,408008,52010,38950,13060,2201,460018,199904,199688,399592,1944,24391,3535,0,1,0,1515,664,8694,5132,989,2,14,1314,10,1832,257,10669,302,150,88.69392067,11.30607933,8.467059985,2.839019343,5.302183828,0.768448191,0.398245286,2.319257073,0.055867379,0.065649605,0,0.000217383,0,0.329334939,0.144342178,1.889926046,0.03260742,33.41201154,202223
202223,Autumn term,Regional,E92000001,England,E12000006,East of England,,,,Primary,FSM eligible,8895396,68829,8964225,967364,713108,254256,201855,9931589,4287680,4443114,8730794,164602,594633,29225,338,4,5900,5289,8090,67813,19103,12753,136,5717,43873,0,42584,37253,165017,9402,1816,90.25972581,9.74027419,7.180200469,2.56007372,5.987289647,0.294263083,0.428773281,1.661536739,0.37509607,0.094667631,0.003403282,4.03E-05,0.059406405,0.053254318,0.081457257,0.682801111,0.01828509,36.11817719,202223
202223,Autumn term,Regional,E92000001,England,E12000005,West Midlands,,,,Primary,FSM Not eligible,35055543,223388,35278931,2156261,1737563,418698,317412,37435192,17483905,17281061,34764966,290577,1544153,67375,2121,54,3341,23302,5574,89680,28040,10822,585,11788,182973,2,186631,26835,190484,14748,1957,94.24001619,5.759983814,4.641522875,1.118460939,4.124869989,0.179977707,0.498544257,0.508836712,0.071683885,0.039396085,0.005665792,0.000144249,0.008924757,0.062246241,0.014889733,0.239560679,0.005227701,18.34265879,202223
202223,Autumn term,Local authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,916,Special,FSM eligible,24074,299,24373,4391,3972,419,397,28764,11817,11900,23717,357,2112,283,0,0,0,188,127,1262,234,0,0,16,49,0,59,40,319,1,0,84.73439021,15.26560979,13.80892783,1.456681964,7.342511473,0.983868725,0.205117508,1.10902517,0.139062717,0.003476568,0,0,0,0.653594771,0.441524127,4.38742873,0,45.79831933,202223
202223,Autumn term,Local authority,E92000001,England,E12000007,London,E09000002,Barking and Dagenham,301,Primary,FSM Not eligible,1363650,8346,1371996,91190,70744,20446,20791,1463186,663224,680344,1343568,20082,62499,2902,67,0,1,425,116,4715,2214,830,266,564,5302,0,7870,709,11248,619,19,93.76770964,6.232290358,4.83492871,1.397361648,4.27143234,0.19833432,0.537867366,0.768733435,0.048455904,0.042304943,0.004579049,0,6.83E-05,0.029046205,0.007927905,0.322242012,0.001298536,21.12920559,202223
202223,Autumn term,Local authority,E92000001,England,E12000005,West Midlands,E08000028,Sandwell,333,Special,FSM eligible,26114,885,26999,4750,3322,1428,183,31749,13270,12776,26046,68,2309,272,0,0,0,0,55,686,744,0,0,0,96,45,76,115,1236,1,0,85.03889886,14.96110114,10.46332168,4.497779458,7.272670005,0.856719897,0.239377618,3.893036001,0.362216133,0.003149706,0,0,0,0,0.173233803,2.160697975,0,46.8503937,202223
